# Frozen export for the dashboard. Exported 2026-08-05 from the backtest notebook (private), frozen 2026-07-29.
# Columns: QLD_px = rebased total-return index, QLD_ret = daily return, Signal_alloc, Effective_alloc,
#   New_ret = E2 daily strategy return.
# Derived aggregates only (rebased index / rule outputs); no raw research inputs. NEVER regenerated by automation.
# Engine-vs-backtest verification: tests/test_signal_reference.py (exact match on every comparable day).
Period,QLD_px,QLD_ret,Signal_alloc,Effective_alloc,New_ret
2007-12-04,1.4878,-0.009520005325877046,0.5,0.5,-0.004760002662938523
2007-12-05,1.5404,0.03535421427611229,0.5,0.5,0.017677107138056147
2007-12-06,1.5748,0.02233186185406377,0.5,0.5,0.011165930927031886
2007-12-07,1.5854,0.006731013462026869,0.5,0.5,0.0033655067310134346
2007-12-10,1.5947,0.005866027500946114,0.5,0.5,0.002933013750473057
2007-12-11,1.5259,-0.0431429108923308,0.5,0.5,-0.0215714554461654
2007-12-12,1.5464,0.01343469427878619,1.0,0.5,0.006717347139393093
2007-12-13,1.5236,-0.01474392136575264,1.0,0.5,-0.007371960682876322
2007-12-14,1.5002,-0.01535836177474403,1.0,1.0,-0.015358361774744034
2007-12-17,1.4315,-0.04579389414744695,1.0,1.0,-0.045793894147446945
2007-12-18,1.4341,0.001816276632902403,1.0,1.0,0.0018162766329024027
2007-12-19,1.4473,0.009204379053064704,1.0,1.0,0.009204379053064704
2007-12-20,1.5068,0.04111103433980512,1.0,1.0,0.04111103433980512
2007-12-21,1.5591,0.03470931775949038,1.0,1.0,0.03470931775949038
2007-12-24,1.5775,0.01180168045667362,1.0,1.0,0.011801680456673624
2007-12-26,1.5935,0.01014263074484956,1.0,1.0,0.010142630744849557
2007-12-27,1.5492,-0.02780043928459364,1.0,1.0,-0.027800439284593637
2007-12-28,1.5449,-0.002775626129615238,1.0,1.0,-0.0027756261296152385
2007-12-31,1.5166,-0.01831833775648906,1.0,1.0,-0.018318337756489056
2008-01-02,1.4682,-0.03191349070288807,1.0,1.0,-0.03191349070288807
2008-01-03,1.4766,0.005721291377196458,1.0,1.0,0.005721291377196458
2008-01-04,1.3488,-0.08655018285249894,0.0,1.0,-0.08655018285249894
2008-01-07,1.3314,-0.0129003558718862,0.0,1.0,-0.012900355871886204
2008-01-08,1.2701,-0.04604176055280151,0.0,0.0,-0.0
2008-01-09,1.3107,0.03196598693016295,0.0,0.0,0.0
2008-01-10,1.3115,0.0006103608758678547,0.0,0.0,0.0
2008-01-11,1.2753,-0.02760198246282886,0.0,0.0,-0.0
2008-01-14,1.3086,0.02611150317572331,0.0,0.0,0.0
2008-01-15,1.2488,-0.04569769219012687,0.0,0.0,-0.0
2008-01-16,1.2121,-0.0293882126841768,0.0,0.0,-0.0
